textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2015,6.20569675
Envasado,2015,7.401207
Total,2015,13.60690375

SubCategoria,Year,Valor
Granel,2015,6.2
Envasado,2015,7.4
Total,2015,13.6

