textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2006,8.201029375
Envasado,2006,3.9826985
Total,2006,12.183727875

SubCategoria,Year,Valor
Granel,2006,8.2
Envasado,2006,4.0
Total,2006,12.2

