textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2021,9.103677
Envasado,2021,19.97136075
Total,2021,29.07503775

SubCategoria,Year,Valor
Granel,2021,9.1
Envasado,2021,20.0
Total,2021,29.1

