textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2021,16.68094725
Tequila,2021,10.21617025
Total,2021,26.8971175

SubCategoria,Year,Valor
Tequila 100%,2021,16.7
Tequila,2021,10.2
Total,2021,26.9

