textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2021,20.412035875
Tequila,2021,10.895919375
Total,2021,31.30795525

SubCategoria,Year,Valor
Tequila 100%,2021,20.4
Tequila,2021,10.9
Total,2021,31.3

