textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2018,13.737227625
Tequila,2018,13.04079425
Total,2018,26.778021875

SubCategoria,Year,Valor
Tequila 100%,2018,13.7
Tequila,2018,13.0
Total,2018,26.8

