textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2018,11.05668575
Tequila,2018,8.624253
Total,2018,19.68093875

SubCategoria,Year,Valor
Tequila 100%,2018,11.1
Tequila,2018,8.6
Total,2018,19.7

