textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2018,18.220475625
Tequila,2018,7.694737875
Total,2018,25.9152135

SubCategoria,Year,Valor
Tequila 100%,2018,18.2
Tequila,2018,7.7
Total,2018,25.9

