textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2019,8.847243625
Envasado,2019,12.07607775
Total,2019,20.923321375

SubCategoria,Year,Valor
Granel,2019,8.8
Envasado,2019,12.1
Total,2019,20.9

