textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2000,0.49601475
Tequila,2000,7.411393
Total,2000,7.90740775

SubCategoria,Year,Valor
Tequila 100%,2000,0.5
Tequila,2000,7.4
Total,2000,7.9

