textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2000,0.85083625
Tequila,2000,6.939389875
Total,2000,7.790226125

SubCategoria,Year,Valor
Tequila 100%,2000,0.9
Tequila,2000,6.9
Total,2000,7.8

