textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2022,25.1222345
Tequila,2022,16.49852875
Total,2022,41.62076325

SubCategoria,Year,Valor
Tequila 100%,2022,25.1
Tequila,2022,16.5
Total,2022,41.6

