textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2022,22.483151625
Tequila,2022,12.60538125
Total,2022,35.088532875

SubCategoria,Year,Valor
Tequila 100%,2022,22.5
Tequila,2022,12.6
Total,2022,35.1

