NombrePais,Total_Pais_Mes,Categoria,Total_Categoria_Mes,Clase,Litros 40 % Alc. Vol,AñoArchivo,Mes
AUSTRALIA,196459.76,TEQUILA,86160.56,REPOSADO,63201.6,2020,4
CHINA,35.23,TEQUILA 100% DE AGAVE,31.02,REPOSADO,12.0,2000,3
CHILE,52472.1,TEQUILA,52194.0,JOVEN,4976.1,2009,7
ESTADOS UNIDOS DE AMERICA,9782055.59,TEQUILA 100% DE AGAVE,2878694.03,AÑEJO,269088.0,2007,1
ECUADOR,49969.28,TEQUILA,49969.28,JOVEN,6806.0,2015,6
RUSIA,441867.82,TEQUILA 100% DE AGAVE,68581.3,REPOSADO,22093.45,2011,8
PERU,14027.85,TEQUILA 100% DE AGAVE,1226.25,REPOSADO,900.0,2010,11
GEORGIA,6677.04,TEQUILA 100% DE AGAVE,3134.79,BLANCO,2584.38,2017,7
MEXICO,401089.49,TEQUILA 100% DE AGAVE,28263.56,AÑEJO,7785.24,2005,11
ITALIA,78961.89,TEQUILA,78530.97,JOVEN,2635.68,2001,1
MEXICO,23424.46,TEQUILA,14698.38,BLANCO,2407.96,2001,2
FRANCIA,348862.0,TEQUILA,330274.9,JOVEN,31351.04,2024,8
SUDAFRICA,125291.7,TEQUILA 100% DE AGAVE,25044.3,AÑEJO,135.0,2021,5
MARRUECOS,9478.56,TEQUILA 100% DE AGAVE,4539.36,AÑEJO,819.0,2024,12
PANAMA,207587.32,TEQUILA,142227.68,REPOSADO,128958.08,2011,1
PERU,2390.63,TEQUILA 100% DE AGAVE,225.0,AÑEJO,225.0,2008,9
INDIA,134260.17,TEQUILA 100% DE AGAVE,46157.67,AÑEJO,23606.76,2024,12
PORTUGAL,20330.24,TEQUILA 100% DE AGAVE,3643.5,REPOSADO,2745.75,1998,5
SINGAPUR,8400.0,TEQUILA,8400.0,JOVEN,8400.0,1999,7
AUSTRALIA,40944.85,TEQUILA 100% DE AGAVE,1133.1,REPOSADO,663.6,2005,9
COLOMBIA,16609.49,TEQUILA 100% DE AGAVE,940.5,BLANCO,171.0,1998,12
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,88577.07,TEQUILA,86798.87,BLANCO,54366.79,1998,4
IRLANDA,12767.99,TEQUILA,12767.99,BLANCO,997.49,1999,1
PAISES BAJOS,10766.15,TEQUILA,10766.15,BLANCO,9776.64,2004,3
ESTADOS UNIDOS DE AMERICA,27171438.26,TEQUILA 100% DE AGAVE,21520858.15,BLANCO,12742442.7,2023,8
ESTADOS UNIDOS DE AMERICA,12464708.23,TEQUILA 100% DE AGAVE,6274101.64,REPOSADO,1792718.71,2016,6
SINGAPUR,59628.6,TEQUILA 100% DE AGAVE,20544.3,BLANCO,15583.13,2015,11
PERU,18777.6,TEQUILA,18057.6,BLANCO,1641.6,2010,4
ITALIA,139379.26,TEQUILA 100% DE AGAVE,82921.75,AÑEJO,1038.31,2017,6
TURQUIA,74427.72,TEQUILA 100% DE AGAVE,480.0,BLANCO,240.0,2019,7
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,210781.43,TEQUILA 100% DE AGAVE,26576.66,REPOSADO,13677.58,2004,11
TRINIDAD Y TOBAGO,8928.0,TEQUILA,8208.0,REPOSADO,6912.0,2008,10
ANTILLAS NEERLANDESAS,5213.85,TEQUILA 100% DE AGAVE,380.25,REPOSADO,324.0,2019,2
EL SALVADOR,5012.39,TEQUILA 100% DE AGAVE,452.4,REPOSADO,396.15,2005,9
TAILANDIA,7193.25,TEQUILA,2693.25,BLANCO,2693.25,2014,9
ISLAS VIRGENES NORTEAMERICANAS,504.0,TEQUILA,504.0,JOVEN,504.0,2008,2
JAPON,156393.3,TEQUILA,148653.3,JOVEN,11511.3,2014,12
SUDAFRICA,160121.64,TEQUILA,144933.3,REPOSADO,82807.2,2018,10
ALEMANIA,697403.67,TEQUILA 100% DE AGAVE,43966.56,BLANCO,31958.53,2018,2
AUSTRALIA,23764.32,TEQUILA 100% DE AGAVE,19167.84,AÑEJO,3019.89,2014,5
TAIWAN,11603.25,TEQUILA,11603.25,BLANCO,564.3,2014,12
FILIPINAS,17339.4,TEQUILA,16911.9,BLANCO,427.5,1999,1
ALEMANIA,450971.19,TEQUILA,411583.7,REPOSADO,207246.87,2012,9
COSTA RICA,8260.88,TEQUILA 100% DE AGAVE,6496.88,AÑEJO,264.75,2013,12
ARGENTINA,10420.86,TEQUILA,10420.86,REPOSADO,6820.87,2005,1
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,157492.23,TEQUILA,19950.0,BLANCO,14934.0,2018,11
NIGERIA,12825.0,TEQUILA,12825.0,BLANCO,12825.0,2014,5
URUGUAY,27998.4,TEQUILA,27998.4,BLANCO,5472.0,2007,7
BRASIL,56646.0,TEQUILA 100% DE AGAVE,31995.0,REPOSADO,16974.0,2015,7
COLOMBIA,240931.59,TEQUILA,89587.74,BLANCO,12523.2,2021,5
ALEMANIA,158597.25,TEQUILA 100% DE AGAVE,45503.72,BLANCO,6426.6,2014,5
ECUADOR,20160.0,TEQUILA,20160.0,BLANCO,20160.0,2012,5
ALEMANIA,396609.76,TEQUILA 100% DE AGAVE,102973.37,EXTRA AÑEJO,253.46,2023,9
PERU,9700.05,TEQUILA,9160.05,REPOSADO,7518.45,2011,2
KENYA,5040.0,TEQUILA 100% DE AGAVE,5040.0,BLANCO,2520.0,2024,11
LETONIA,299243.1,TEQUILA,238892.7,JOVEN,16786.5,2022,2
ISRAEL,37595.52,TEQUILA,36632.52,REPOSADO,28942.32,2019,5
SINGAPUR,9961.65,TEQUILA 100% DE AGAVE,25.65,AÑEJO,8.55,2008,12
INDIA,54748.8,TEQUILA 100% DE AGAVE,2865.0,REPOSADO,225.0,2022,5
EMIRATOS ARABES UNIDOS,141453.6,TEQUILA 100% DE AGAVE,1709.1,AÑEJO,183.75,2024,10
BOLIVIA,27873.0,TEQUILA 100% DE AGAVE,405.0,BLANCO,405.0,2015,5
ARGENTINA,8914.15,TEQUILA,8707.5,REPOSADO,2902.5,2000,10
ESTADOS UNIDOS DE AMERICA,25033647.21,TEQUILA,7320796.78,REPOSADO,57369.0,2023,9
AUSTRALIA,103071.83,TEQUILA,97101.18,JOVEN,4897.62,2008,6
EMIRATOS ARABES UNIDOS,29600.76,TEQUILA 100% DE AGAVE,7380.0,REPOSADO,639.0,2016,11
CHINA,315326.58,TEQUILA 100% DE AGAVE,10273.53,EXTRA AÑEJO,82.13,2021,7
EL SALVADOR,7833.9,TEQUILA 100% DE AGAVE,1810.35,REPOSADO,1697.85,2009,1
SURINAME,8999.99,TEQUILA 100% DE AGAVE,360.0,REPOSADO,360.0,2006,8
MEXICO,34519.57,TEQUILA 100% DE AGAVE,19262.49,AÑEJO,6087.06,2002,7
PAISES BAJOS,1139.43,TEQUILA 100% DE AGAVE,1139.43,REPOSADO,426.25,2011,4
CANADA,61270.24,TEQUILA 100% DE AGAVE,28096.24,EXTRA AÑEJO,2.25,2013,9
PANAMA,70650.23,TEQUILA 100% DE AGAVE,37890.23,BLANCO,24390.0,2020,3
AUSTRIA,2640.24,TEQUILA 100% DE AGAVE,2640.24,AÑEJO,1502.52,2019,8
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,244764.55,TEQUILA,240268.67,BLANCO,44731.2,2002,10
SINGAPUR,36687.75,TEQUILA,18385.5,BLANCO,764.4,2022,12
SINGAPUR,100570.95,TEQUILA 100% DE AGAVE,25188.75,EXTRA AÑEJO,108.0,2012,12
CHINA,162931.45,TEQUILA,121582.2,BLANCO,71154.0,2022,6
MEXICO,49886.83,TEQUILA 100% DE AGAVE,46779.8,EXTRA AÑEJO,547.7,2013,8
KENYA,9936.0,TEQUILA,9936.0,BLANCO,3888.0,2021,11
GUATEMALA,4289.99,TEQUILA 100% DE AGAVE,1865.39,BLANCO,112.49,2025,2
ISLAS VIRGENES NORTEAMERICANAS,10170.0,TEQUILA,9072.0,BLANCO,2520.0,2013,4
HONDURAS,9258.97,TEQUILA,8521.2,REPOSADO,7290.0,2019,1
EL SALVADOR,8862.0,TEQUILA 100% DE AGAVE,3042.0,EXTRA AÑEJO,56.25,2011,12
SUECIA,13524.72,TEQUILA 100% DE AGAVE,7019.97,REPOSADO,3419.94,2025,1
BELGICA,59115.5,TEQUILA,55418.29,BLANCO,41533.09,2019,9
CHINA,29583.87,TEQUILA 100% DE AGAVE,840.0,BLANCO,840.0,2006,9
JAPON,147805.3,TEQUILA 100% DE AGAVE,36376.3,BLANCO,17029.51,2025,1
GUATEMALA,25614.73,TEQUILA 100% DE AGAVE,16226.23,BLANCO,3240.06,2021,3
URUGUAY,5985.0,TEQUILA,5985.0,BLANCO,4275.0,1999,3
IRLANDA,41124.07,TEQUILA,41074.2,REPOSADO,21306.6,2021,8
CANADA,586288.58,TEQUILA 100% DE AGAVE,492433.65,REPOSADO,185192.7,2022,7
IRAK,7870.5,TEQUILA 100% DE AGAVE,2137.5,EXTRA AÑEJO,112.5,2024,11
SUIZA,10668.97,TEQUILA 100% DE AGAVE,494.47,REPOSADO,172.14,2014,12
COLOMBIA,167861.21,TEQUILA 100% DE AGAVE,20835.56,AÑEJO,5958.56,2017,3
SINGAPUR,79089.68,TEQUILA 100% DE AGAVE,10947.68,BLANCO,8841.68,2011,8
EMIRATOS ARABES UNIDOS,76812.0,TEQUILA,65436.0,BLANCO,21084.0,2012,8
ALEMANIA,381566.13,TEQUILA 100% DE AGAVE,34237.88,AÑEJO,7981.68,2014,1
SINGAPUR,49414.04,TEQUILA,38181.66,BLANCO,13023.36,2023,4
PUERTO RICO,3150.0,TEQUILA 100% DE AGAVE,3150.0,AÑEJO,2700.01,1998,4
COREA DEL SUR,15363.3,TEQUILA,10857.6,REPOSADO,2325.6,2016,4
AUSTRALIA,33140.06,TEQUILA 100% DE AGAVE,33140.06,REPOSADO,14086.35,2013,12
ARABIA SAUDITA,6512.99,TEQUILA,4391.24,BLANCO,2130.0,1998,1
MEXICO,70492.4,TEQUILA 100% DE AGAVE,70492.4,EXTRA AÑEJO,1553.13,2018,9
MALASIA,8100.0,TEQUILA,6912.0,REPOSADO,5184.0,2016,8
CHILE,49658.76,TEQUILA,42818.76,REPOSADO,7405.44,2021,9
DINAMARCA,12073.67,TEQUILA,12073.67,BLANCO,3307.67,2006,12
QATAR,6357.84,TEQUILA,5979.84,REPOSADO,5149.92,2011,9
AUSTRIA,6099.0,TEQUILA,5700.0,BLANCO,1710.0,2011,4
PAISES BAJOS,288750.0,TEQUILA,288750.0,BLANCO,129250.0,2000,4
CHINA,8931.28,TEQUILA 100% DE AGAVE,344.15,EXTRA AÑEJO,3.56,2009,4
PANAMA,14506.25,TEQUILA 100% DE AGAVE,1006.25,REPOSADO,128.25,1998,3
COLOMBIA,46102.29,TEQUILA,17411.18,BLANCO,4104.0,2015,12
COREA DEL SUR,35291.28,TEQUILA,35291.28,AÑEJO,2154.6,2009,10
ALEMANIA,140188.51,TEQUILA,139407.31,AÑEJO,50.4,2006,6
HONG KONG,4609.95,TEQUILA 100% DE AGAVE,3456.0,REPOSADO,1152.0,2022,6
ESPAÑA,203476.12,TEQUILA 100% DE AGAVE,3252.91,BLANCO,564.91,2002,11
SINGAPUR,9880.65,TEQUILA,9880.65,BLANCO,428.63,1997,9
EL SALVADOR,14414.55,TEQUILA 100% DE AGAVE,11541.75,BLANCO,1597.5,2018,2
ALEMANIA,455209.84,TEQUILA 100% DE AGAVE,1683.78,AÑEJO,199.5,2001,10
ESPAÑA,85389.8,TEQUILA,75585.5,AÑEJO,369.6,1999,10
SUIZA,504.0,TEQUILA 100% DE AGAVE,504.0,EXTRA AÑEJO,49.5,2016,12
RUSIA,172706.77,TEQUILA,117779.47,JOVEN,67611.79,2013,8
CHINA,27850.98,TEQUILA,24462.11,BLANCO,9878.4,2006,3
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,99801.87,TEQUILA,76416.48,REPOSADO,70383.6,2007,1
QATAR,10661.76,TEQUILA 100% DE AGAVE,882.0,AÑEJO,378.0,2019,7
HONG KONG,57044.25,TEQUILA 100% DE AGAVE,4772.25,REPOSADO,387.75,2008,6
COREA DEL SUR,8543.7,TEQUILA,8543.7,REPOSADO,1710.0,2008,11
GUATEMALA,4038.0,TEQUILA,2160.0,REPOSADO,1140.0,2018,2
ARUBA,20520.0,TEQUILA,20520.0,REPOSADO,20520.0,2008,4
ISRAEL,28449.0,TEQUILA 100% DE AGAVE,6846.0,BLANCO,6447.0,2022,4
HONG KONG,774.16,TEQUILA,764.4,REPOSADO,764.4,2023,4
LETONIA,45150.0,TEQUILA 100% DE AGAVE,26932.5,BLANCO,20827.8,2024,11
SUECIA,10342.08,TEQUILA,10342.08,BLANCO,8187.48,2001,3
BARBADOS,22.5,TEQUILA 100% DE AGAVE,22.5,REPOSADO,13.5,2022,10
URUGUAY,7200.0,TEQUILA,7200.0,JOVEN,3600.0,2017,6
ESPAÑA,591656.39,TEQUILA 100% DE AGAVE,79784.34,AÑEJO,8162.4,2021,12
ESPAÑA,143144.16,TEQUILA 100% DE AGAVE,5044.88,REPOSADO,3320.26,2016,2
CUBA,2505.72,TEQUILA 100% DE AGAVE,2505.72,BLANCO,1252.86,2013,12
PANAMA,106374.3,TEQUILA 100% DE AGAVE,30738.0,BLANCO,7781.25,2015,7
CANADA,584605.41,TEQUILA,252425.31,BLANCO,230191.71,2024,5
TAIWAN,9168.0,TEQUILA 100% DE AGAVE,9168.0,AÑEJO,5280.0,2020,9
JAPON,94304.73,TEQUILA,90135.88,JOVEN,18629.98,2006,2
ESTADOS UNIDOS DE AMERICA,5424909.44,TEQUILA 100% DE AGAVE,520345.91,BLANCO,87639.02,1998,3
MEXICO,68353.82,TEQUILA 100% DE AGAVE,65222.2,REPOSADO,33400.01,2011,4
GUATEMALA,7977.86,TEQUILA 100% DE AGAVE,7977.86,REPOSADO,3440.34,2015,10
SINGAPUR,5039.99,TEQUILA,5039.99,JOVEN,5039.99,1998,8
BRASIL,90194.85,TEQUILA,56635.2,REPOSADO,28317.6,2022,11
MEXICO,325162.55,TEQUILA 100% DE AGAVE,34433.52,BLANCO,2137.55,2004,6
ITALIA,80203.83,TEQUILA,67311.3,REPOSADO,20867.7,2011,7
HONG KONG,5130.0,TEQUILA,5130.0,REPOSADO,1539.0,2013,3
AUSTRALIA,55691.88,TEQUILA 100% DE AGAVE,55691.88,REPOSADO,39359.88,2016,4
ITALIA,20812.8,TEQUILA,2736.0,BLANCO,2508.0,2019,2
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,84117.93,TEQUILA 100% DE AGAVE,21914.25,EXTRA AÑEJO,470.4,2014,7
HONG KONG,13650.75,TEQUILA 100% DE AGAVE,2301.75,BLANCO,1395.0,2022,11
MONACO,2106.0,TEQUILA 100% DE AGAVE,2106.0,BLANCO,702.0,2010,6
ESTADOS UNIDOS DE AMERICA,17040079.12,TEQUILA 100% DE AGAVE,8701077.76,AÑEJO,725428.16,2018,10
PUERTO RICO,59163.0,TEQUILA 100% DE AGAVE,21528.0,REPOSADO,13959.0,2023,5
JAPON,362742.41,TEQUILA 100% DE AGAVE,129104.66,JOVEN,126.0,2023,7
EL SALVADOR,34368.98,TEQUILA 100% DE AGAVE,17218.58,AÑEJO,992.7,2021,6
HONG KONG,10889.07,TEQUILA 100% DE AGAVE,1469.07,AÑEJO,335.16,2015,1
EMIRATOS ARABES UNIDOS,39972.52,TEQUILA 100% DE AGAVE,8580.52,AÑEJO,168.52,2021,10
UCRANIA,31997.52,TEQUILA 100% DE AGAVE,2608.32,REPOSADO,710.22,2007,4
ISLAS VIRGENES NORTEAMERICANAS,8911.13,TEQUILA,8461.12,BLANCO,660.0,2000,4
MEXICO,102331.54,TEQUILA 100% DE AGAVE,100596.54,AÑEJO,37761.04,2023,4
ISRAEL,8782.5,TEQUILA,7995.0,REPOSADO,7695.0,2015,11
SUECIA,15140.41,TEQUILA 100% DE AGAVE,1933.51,BLANCO,709.63,2014,8
COREA DEL SUR,26680.22,TEQUILA,25136.72,AÑEJO,3732.08,2011,3
COLOMBIA,143583.0,TEQUILA 100% DE AGAVE,63366.15,REPOSADO,49938.96,2021,3
CANADA,447343.6,TEQUILA,132510.12,REPOSADO,1353.83,2024,7
SUIZA,29267.48,TEQUILA 100% DE AGAVE,689.98,REPOSADO,106.87,2006,3
ALEMANIA,422301.35,TEQUILA,407200.07,BLANCO,303207.84,2020,5
CHILE,75842.4,TEQUILA,72002.4,JOVEN,10670.4,2022,12
GUATEMALA,10541.82,TEQUILA 100% DE AGAVE,1999.32,BLANCO,213.75,2007,9
CHINA,30047.32,TEQUILA 100% DE AGAVE,8468.08,REPOSADO,2025.75,2019,6
COSTA RICA,12766.33,TEQUILA 100% DE AGAVE,1773.58,AÑEJO,685.8,2018,5
JAPON,26181.0,TEQUILA,24299.99,BLANCO,12599.99,1998,4
ALEMANIA,438177.75,TEQUILA,420234.46,BLANCO,317206.73,2019,7
PUERTO RICO,18400.5,TEQUILA 100% DE AGAVE,2560.5,AÑEJO,297.0,2016,8
ESPAÑA,202289.68,TEQUILA,202289.68,JOVEN,36756.44,2025,3
ARGENTINA,5719.0,TEQUILA,5557.5,JOVEN,2778.75,2014,11
ESTADOS UNIDOS DE AMERICA,26983928.34,TEQUILA,8423160.94,EXTRA AÑEJO,360.0,2022,2
AUSTRALIA,41130.69,TEQUILA,41130.69,REPOSADO,12357.61,2001,1
MARRUECOS,1149.12,TEQUILA,1149.12,REPOSADO,1149.12,2017,3
SUDAFRICA,115612.43,TEQUILA 100% DE AGAVE,15932.03,AÑEJO,3.0,2018,4
MEXICO,92002.77,TEQUILA 100% DE AGAVE,78259.47,AÑEJO,19286.54,2008,8
GUATEMALA,14612.68,TEQUILA 100% DE AGAVE,5052.56,AÑEJO,1435.5,2013,6
ISRAEL,7920.0,TEQUILA,7920.0,JOVEN,3960.0,2007,8
ISRAEL,9388.5,TEQUILA,8871.0,REPOSADO,8122.5,2015,3
NUEVA ZELANDIA,21990.0,TEQUILA,21090.0,REPOSADO,18696.0,2005,1
ITALIA,113033.06,TEQUILA,112537.17,AÑEJO,840.0,2006,3
SINGAPUR,49414.04,TEQUILA,38181.66,REPOSADO,23003.7,2023,4
GUATEMALA,11100.94,TEQUILA 100% DE AGAVE,2548.69,AÑEJO,900.0,2017,3
INDIA,23247.17,TEQUILA,23134.67,BLANCO,2120.0,2006,4
COSTA RICA,7686.0,TEQUILA 100% DE AGAVE,1527.75,REPOSADO,1035.0,2024,8
GUATEMALA,23101.39,TEQUILA 100% DE AGAVE,7386.56,EXTRA AÑEJO,112.5,2017,9
ESLOVENIA,19823.45,TEQUILA,19512.23,JOVEN,3489.53,2005,5
ESTADOS UNIDOS DE AMERICA,16067747.1,TEQUILA 100% DE AGAVE,9965216.87,REPOSADO,2514007.43,2020,1
URUGUAY,7883.1,TEQUILA,7797.6,BLANCO,2872.8,2021,3
JAPON,100419.54,TEQUILA 100% DE AGAVE,9815.04,BLANCO,3937.29,2014,5
CHILE,115492.51,TEQUILA,115492.51,BLANCO,85054.5,1998,9
GUATEMALA,44950.29,TEQUILA 100% DE AGAVE,16110.99,REPOSADO,15445.59,2007,11
ANTILLAS NEERLANDESAS,388.18,TEQUILA 100% DE AGAVE,199.18,BLANCO,82.2,2008,5
SUIZA,672.66,TEQUILA 100% DE AGAVE,672.66,AÑEJO,375.66,2018,8
ESTADOS UNIDOS DE AMERICA,7407301.18,TEQUILA,6867426.13,JOVEN,2248648.85,1999,7
PUERTO RICO,15552.0,TEQUILA,15552.0,BLANCO,5184.0,2016,11
GUATEMALA,21183.26,TEQUILA,20083.34,BLANCO,9678.53,2009,12
ESTADOS UNIDOS DE AMERICA,10092069.97,TEQUILA 100% DE AGAVE,5912002.8,AÑEJO,617914.94,2012,11
HONG KONG,3593.25,TEQUILA,3120.75,BLANCO,2180.25,2015,11
CANADA,18665.53,TEQUILA,18157.04,JOVEN,6183.0,2002,9
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,300868.7,TEQUILA,275635.61,JOVEN,38197.61,2013,11
BIELORRUSIA,2964.0,TEQUILA,2964.0,JOVEN,1767.0,2018,7
CANADA,189896.31,TEQUILA 100% DE AGAVE,141669.21,REPOSADO,47851.81,2020,3
EGIPTO,9120.0,TEQUILA,9120.0,AÑEJO,1140.0,2009,9
BELGICA,31354.18,TEQUILA,31354.18,JOVEN,4.18,2002,11
INDONESIA,30699.0,TEQUILA 100% DE AGAVE,4779.0,AÑEJO,2101.5,2022,8
ESTADOS UNIDOS DE AMERICA,8373140.09,TEQUILA,6466697.8,JOVEN,4946410.61,2005,11
PUERTO RICO,17253.0,TEQUILA 100% DE AGAVE,3213.0,BLANCO,2025.0,2019,8
PUERTO RICO,20970.0,TEQUILA,7776.0,BLANCO,3024.0,2014,5
ALEMANIA,356169.63,TEQUILA 100% DE AGAVE,1577.7,BLANCO,314.04,2004,12
ECUADOR,8465.3,TEQUILA 100% DE AGAVE,4336.13,BLANCO,1800.0,2022,4
ESPAÑA,690458.96,TEQUILA 100% DE AGAVE,125939.45,AÑEJO,2185.47,2022,11
REPUBLICA CHECA,6665.4,TEQUILA 100% DE AGAVE,6665.4,REPOSADO,2095.8,2024,12
RUSIA,54318.0,TEQUILA 100% DE AGAVE,9629.1,AÑEJO,229.5,2021,6
ITALIA,32861.66,TEQUILA 100% DE AGAVE,32861.66,BLANCO,26862.0,2017,1
UCRANIA,20309.67,TEQUILA,19974.51,BLANCO,7565.04,2021,3
ITALIA,473901.94,TEQUILA,124367.32,REPOSADO,4788.0,2022,9
ITALIA,442168.08,TEQUILA 100% DE AGAVE,236883.7,AÑEJO,15796.8,2022,11
NORUEGA,4.18,TEQUILA,4.18,JOVEN,4.18,2002,11
INDIA,33984.0,TEQUILA,15984.0,BLANCO,3456.0,2019,5
AZERBAIJAN ,5147.1,TEQUILA,1316.7,BLANCO,658.35,2021,12
ARUBA,41040.0,TEQUILA,41040.0,REPOSADO,30779.99,2000,11
NUEVA ZELANDIA,8979.0,TEQUILA,8979.0,REPOSADO,8979.0,2004,1
PERU,18637.8,TEQUILA,17236.8,BLANCO,4924.8,2023,8
PUERTO RICO,15219.0,TEQUILA,12096.0,BLANCO,5040.0,2015,3
COLOMBIA,159810.57,TEQUILA 100% DE AGAVE,63488.95,BLANCO,24854.04,2022,3
JAPON,176128.89,TEQUILA,100264.5,REPOSADO,39784.5,2022,7
COLOMBIA,166171.78,TEQUILA 100% DE AGAVE,94050.93,BLANCO,81129.93,2023,4
JAPON,78809.92,TEQUILA,75389.92,JOVEN,4500.0,2005,12
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,791585.12,TEQUILA,328640.63,BLANCO,100785.4,2023,6
CHILE,9252.45,TEQUILA,7387.2,REPOSADO,1641.6,2017,2
ALEMANIA,570617.4,TEQUILA,497532.88,BLANCO,381718.42,2016,7
COREA DEL SUR,51100.65,TEQUILA 100% DE AGAVE,4178.25,REPOSADO,3843.0,2017,6
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,143600.46,TEQUILA,118306.99,JOVEN,30440.51,2005,3
HONG KONG,5323.5,TEQUILA,5130.0,BLANCO,3591.0,2012,7
NORUEGA,685.2,TEQUILA 100% DE AGAVE,685.2,AÑEJO,165.6,2007,10
MEXICO,65635.91,TEQUILA 100% DE AGAVE,60837.6,BLANCO,7225.46,2010,10
AUSTRALIA,78349.62,TEQUILA 100% DE AGAVE,44554.32,REPOSADO,12455.1,2020,7
COLOMBIA,80949.34,TEQUILA,60543.79,JOVEN,5505.64,2020,8
ALEMANIA,207915.41,TEQUILA 100% DE AGAVE,220.12,BLANCO,136.72,1999,1
LITUANIA,7694.98,TEQUILA,7694.98,JOVEN,3847.49,2006,6
SUIZA,11665.44,TEQUILA 100% DE AGAVE,696.93,REPOSADO,256.5,2009,11
AUSTRALIA,260064.94,TEQUILA 100% DE AGAVE,96873.94,REPOSADO,47440.77,2019,11
PANAMA,136839.29,TEQUILA,120601.2,JOVEN,13851.0,2011,3
VENEZUELA,8581.95,TEQUILA,8581.95,JOVEN,4536.0,1997,5
SUECIA,21162.96,TEQUILA,21123.05,JOVEN,4660.32,2002,1
SINGAPUR,56135.16,TEQUILA 100% DE AGAVE,1035.66,AÑEJO,900.0,2008,3
GUATEMALA,8232.14,TEQUILA,6871.51,JOVEN,9.01,1997,3
ISLAS VIRGENES NORTEAMERICANAS,4027.5,TEQUILA 100% DE AGAVE,499.5,AÑEJO,94.5,2019,6
FRANCIA,183144.4,TEQUILA,183123.4,JOVEN,6566.4,2010,5
CUBA,44314.2,TEQUILA,42558.6,REPOSADO,16816.8,2022,12
INDONESIA,117957.49,TEQUILA 100% DE AGAVE,22485.49,AÑEJO,8682.19,2024,5
MEXICO,325162.55,TEQUILA,290729.04,JOVEN,92429.7,2004,6
COSTA RICA,262415.03,TEQUILA 100% DE AGAVE,5133.37,AÑEJO,174.37,2004,9
COLOMBIA,19190.25,TEQUILA,17718.75,REPOSADO,2362.5,2008,6
REPUBLICA DOMINICANA,7672.5,TEQUILA 100% DE AGAVE,7672.5,EXTRA AÑEJO,22.5,2020,10
SUDAFRICA,110572.56,TEQUILA 100% DE AGAVE,5880.15,BLANCO,483.75,2016,4
BRASIL,31829.39,TEQUILA 100% DE AGAVE,63.0,BLANCO,19.0,2000,6
NICARAGUA,10172.82,TEQUILA 100% DE AGAVE,3649.62,REPOSADO,2699.25,2022,5
ESPAÑA,24563.73,TEQUILA 100% DE AGAVE,887.93,AÑEJO,69.3,1999,8
POLONIA,48482.7,TEQUILA,42997.5,BLANCO,23152.5,2024,8
EMIRATOS ARABES UNIDOS,46531.53,TEQUILA,34775.28,REPOSADO,12622.56,2021,7
ESTADOS UNIDOS DE AMERICA,11920407.14,TEQUILA 100% DE AGAVE,4923948.65,EXTRA AÑEJO,2979.75,2011,5
MEXICO,82148.3,TEQUILA 100% DE AGAVE,75225.05,BLANCO,12359.54,2011,11
ESPAÑA,38042.07,TEQUILA,37093.62,REPOSADO,2194.5,2004,12
ESTADOS UNIDOS DE AMERICA,9766970.34,TEQUILA 100% DE AGAVE,4780398.15,BLANCO,2616993.36,2011,10
COLOMBIA,281713.39,TEQUILA,117343.17,REPOSADO,93880.4,2021,12
GUATEMALA,72531.3,TEQUILA 100% DE AGAVE,46639.57,AÑEJO,11171.47,2024,2
MEXICO,364460.84,TEQUILA,336591.25,AÑEJO,2552.15,2004,5
ESPAÑA,482710.77,TEQUILA 100% DE AGAVE,25977.0,REPOSADO,16457.94,2015,3
LITUANIA,138772.2,TEQUILA,138772.2,BLANCO,79355.4,2013,2
PAISES BAJOS,127875.0,TEQUILA,127875.0,BLANCO,63250.0,2000,1
UCRANIA,27372.9,TEQUILA 100% DE AGAVE,4154.85,EXTRA AÑEJO,9.0,2019,2
REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,12509.99,TEQUILA,12509.99,BLANCO,528.0,2004,1
ALEMANIA,841765.71,TEQUILA 100% DE AGAVE,27731.77,REPOSADO,9522.11,2012,3
ESPAÑA,120316.01,TEQUILA 100% DE AGAVE,5779.8,BLANCO,1413.6,2009,5
HUNGRIA,7113.6,TEQUILA 100% DE AGAVE,7113.6,BLANCO,4742.4,2012,11
RUSIA,37678.35,TEQUILA 100% DE AGAVE,14758.65,BLANCO,4917.78,2024,5
BRASIL,26543.93,TEQUILA 100% DE AGAVE,2330.33,BLANCO,4.28,2019,2
JAPON,54000.0,TEQUILA,53100.01,REPOSADO,9900.0,2000,12
HONG KONG,12529.05,TEQUILA,5557.5,BLANCO,3420.0,2011,11
