textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2007,7.468593
Envasado,2007,4.63891175
Total,2007,12.10750475

SubCategoria,Year,Valor
Granel,2007,7.5
Envasado,2007,4.6
Total,2007,12.1

