textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2024,6.04725275
Envasado,2024,24.74597125
Total,2024,30.793224

SubCategoria,Year,Valor
Granel,2024,6.0
Envasado,2024,24.7
Total,2024,30.8

