textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2014,4.168668625
Envasado,2014,7.0812885
Total,2014,11.249957125

SubCategoria,Year,Valor
Granel,2014,4.2
Envasado,2014,7.1
Total,2014,11.2

