textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2023,25.914295
Tequila,2023,13.58863
Total,2023,39.502925

SubCategoria,Year,Valor
Tequila 100%,2023,25.9
Tequila,2023,13.6
Total,2023,39.5

