textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2008,3.09882192125
Tequila,2008,8.49114974125
Total,2008,11.5899716625

SubCategoria,Year,Valor
Tequila 100%,2008,3.1
Tequila,2008,8.5
Total,2008,11.6

