textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1996,0.119537
Tequila,1996,5.72899525
Total,1996,5.84853225

SubCategoria,Year,Valor
Tequila 100%,1996,0.1
Tequila,1996,5.7
Total,1996,5.8

