textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2002,9.184631
Tequila,2002,28.584382
Total,2002,37.769013

SubCategoria,Year,Valor
Tequila 100%,2002,9.2
Tequila,2002,28.6
Total,2002,37.8

