textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2011,6.061688875
Envasado,2011,7.522284
Total,2011,13.583972875

SubCategoria,Year,Valor
Granel,2011,6.1
Envasado,2011,7.5
Total,2011,13.6

