textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2011,7.64887475
Envasado,2011,7.390992125
Total,2011,15.039866875

SubCategoria,Year,Valor
Granel,2011,7.6
Envasado,2011,7.4
Total,2011,15.0

