textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2016,52.704803
Tequila,2016,27.853174
Total,2016,80.557977

SubCategoria,Year,Valor
Tequila 100%,2016,52.7
Tequila,2016,27.9
Total,2016,80.6

