textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2016,67.211791
Tequila,2016,18.778045
Total,2016,85.989836

SubCategoria,Year,Valor
Tequila 100%,2016,67.2
Tequila,2016,18.8
Total,2016,86.0

