textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2010,3.118867125
Tequila,2010,7.273971375
Total,2010,10.3928385

SubCategoria,Year,Valor
Tequila 100%,2010,3.1
Tequila,2010,7.3
Total,2010,10.4

