textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2010,4.3095415
Tequila,2010,8.3260925
Total,2010,12.635634

SubCategoria,Year,Valor
Tequila 100%,2010,4.3
Tequila,2010,8.3
Total,2010,12.6

