textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2010,4.373821375
Tequila,2010,8.93717825
Total,2010,13.310999625

SubCategoria,Year,Valor
Tequila 100%,2010,4.4
Tequila,2010,8.9
Total,2010,13.3

