textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2018,57.49884
Tequila,2018,36.042711
Total,2018,93.541551

SubCategoria,Year,Valor
Tequila 100%,2018,57.5
Tequila,2018,36.0
Total,2018,93.5

