textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2015,7.515607
Tequila,2015,10.94083375
Total,2015,18.45644075

SubCategoria,Year,Valor
Tequila 100%,2015,7.5
Tequila,2015,10.9
Total,2015,18.5

