textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2015,8.832355125
Tequila,2015,11.89424225
Total,2015,20.726597375

SubCategoria,Year,Valor
Tequila 100%,2015,8.8
Tequila,2015,11.9
Total,2015,20.7

