textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2015,11.542004375
Tequila,2015,7.68947025
Total,2015,19.231474625

SubCategoria,Year,Valor
Tequila 100%,2015,11.5
Tequila,2015,7.7
Total,2015,19.2

