textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,1995,3.97614525
Envasado,1995,0.608650625
Total,1995,4.584795875

SubCategoria,Year,Valor
Granel,1995,4.0
Envasado,1995,0.6
Total,1995,4.6

