textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2013,10.35119525
Tequila,2013,7.682398625
Total,2013,18.033593875

SubCategoria,Year,Valor
Tequila 100%,2013,10.4
Tequila,2013,7.7
Total,2013,18.0

