textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2004,1.338800375
Tequila,2004,9.3604995
Total,2004,10.699299875

SubCategoria,Year,Valor
Tequila 100%,2004,1.3
Tequila,2004,9.4
Total,2004,10.7

