textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2003,1.307469625
Tequila,2003,9.37275075
Total,2003,10.680220375

SubCategoria,Year,Valor
Tequila 100%,2003,1.3
Tequila,2003,9.4
Total,2003,10.7

