textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2016,14.771669
Tequila,2016,8.46654325
Total,2016,23.23821225

SubCategoria,Year,Valor
Tequila 100%,2016,14.8
Tequila,2016,8.5
Total,2016,23.2

