textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2016,9.95998575
Tequila,2016,14.7255075
Total,2016,24.68549325

SubCategoria,Year,Valor
Tequila 100%,2016,10.0
Tequila,2016,14.7
Total,2016,24.7

