textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2016,10.710341125
Tequila,2016,12.084551875
Total,2016,22.794893

SubCategoria,Year,Valor
Tequila 100%,2016,10.7
Tequila,2016,12.1
Total,2016,22.8

