textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2017,13.96790175
Tequila,2017,10.351416625
Total,2017,24.319318375

SubCategoria,Year,Valor
Tequila 100%,2017,14.0
Tequila,2017,10.4
Total,2017,24.3

