textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1996,2.177945
Tequila,1996,9.6904555
Total,1996,11.8684005

SubCategoria,Year,Valor
Tequila 100%,1996,2.2
Tequila,1996,9.7
Total,1996,11.9

