textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2018,5.93495925
Envasado,2018,12.997617875
Total,2018,18.932577125

SubCategoria,Year,Valor
Granel,2018,5.9
Envasado,2018,13.0
Total,2018,18.9

