textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2009,6.612599125
Envasado,2009,4.95737825
Total,2009,11.569977375

SubCategoria,Year,Valor
Granel,2009,6.6
Envasado,2009,5.0
Total,2009,11.6

