textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2009,6.06760757625
Envasado,2009,3.8631011925
Total,2009,9.93070876875

SubCategoria,Year,Valor
Granel,2009,6.1
Envasado,2009,3.9
Total,2009,9.9

