textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2009,7.137095625
Envasado,2009,5.30773925
Total,2009,12.444834875

SubCategoria,Year,Valor
Granel,2009,7.1
Envasado,2009,5.3
Total,2009,12.4

