textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2019,11.5354635
Tequila,2019,8.676707875
Total,2019,20.212171375

SubCategoria,Year,Valor
Tequila 100%,2019,11.5
Tequila,2019,8.7
Total,2019,20.2

