textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2025,139.127254
Tequila,2025,21.947193
Total,2025,161.074447

SubCategoria,Year,Valor
Tequila 100%,2025,139.1
Tequila,2025,21.9
Total,2025,161.1

