textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2012,7.08906275
Envasado,2012,6.749125625
Total,2012,13.838188375

SubCategoria,Year,Valor
Granel,2012,7.1
Envasado,2012,6.7
Total,2012,13.8

