textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1995,0.1346895
Tequila,1995,3.325763375
Total,1995,3.460452875

SubCategoria,Year,Valor
Tequila 100%,1995,0.1
Tequila,1995,3.3
Total,1995,3.5

