textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2021,33.681858375
Tequila,2021,19.798194625
Total,2021,53.480053

SubCategoria,Year,Valor
Tequila 100%,2021,33.7
Tequila,2021,19.8
Total,2021,53.5

