textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2021,34.969793375
Tequila,2021,11.717410375
Total,2021,46.68720375

SubCategoria,Year,Valor
Tequila 100%,2021,35.0
Tequila,2021,11.7
Total,2021,46.7

