textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2019,83.116275
Tequila,2019,28.438495
Total,2019,111.55477

SubCategoria,Year,Valor
Tequila 100%,2019,83.1
Tequila,2019,28.4
Total,2019,111.6

