textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2011,15.141358375
Tequila,2011,5.551777
Total,2011,20.693135375

SubCategoria,Year,Valor
Tequila 100%,2011,15.1
Tequila,2011,5.6
Total,2011,20.7

