textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2001,2.5019335
Tequila,2001,10.8724275
Total,2001,13.374361

SubCategoria,Year,Valor
Tequila 100%,2001,2.5
Tequila,2001,10.9
Total,2001,13.4

