textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2010,7.15012375
Envasado,2010,6.160875875
Total,2010,13.310999625

SubCategoria,Year,Valor
Granel,2010,7.2
Envasado,2010,6.2
Total,2010,13.3

