textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2000,2.96465125
Tequila,2000,16.1678825
Total,2000,19.13253375

SubCategoria,Year,Valor
Tequila 100%,2000,3.0
Tequila,2000,16.2
Total,2000,19.1

