textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2020,101.758415
Tequila,2020,30.817634
Total,2020,132.576049

SubCategoria,Year,Valor
Tequila 100%,2020,101.8
Tequila,2020,30.8
Total,2020,132.6

