textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2005,5.437837625
Envasado,2005,4.136947375
Total,2005,9.574785

SubCategoria,Year,Valor
Granel,2005,5.4
Envasado,2005,4.1
Total,2005,9.6

