textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2021,163.623073
Tequila,2021,42.699824
Total,2021,206.322897

SubCategoria,Year,Valor
Tequila 100%,2021,163.6
Tequila,2021,42.7
Total,2021,206.3

