textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Granel,2013,5.29139325
Envasado,2013,8.22061075
Total,2013,13.512004

SubCategoria,Year,Valor
Granel,2013,5.3
Envasado,2013,8.2
Total,2013,13.5

