textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1998,4.974305875
Tequila,1998,6.63717175
Total,1998,11.611477625

SubCategoria,Year,Valor
Tequila 100%,1998,5.0
Tequila,1998,6.6
Total,1998,11.6

