textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,1995,4.037785
Tequila,1995,20.854752
Total,1995,24.892537

SubCategoria,Year,Valor
Tequila 100%,1995,4.0
Tequila,1995,20.9
Total,1995,24.9

