textbox2
#Error

chart1_SeriesGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_label,chart1_SeriesGroup1_chart1_CategoryGroup1_Value_DataValue0
Tequila 100%,2007,3.12487725
Tequila,2007,6.993397125
Total,2007,10.118274375

SubCategoria,Year,Valor
Tequila 100%,2007,3.1
Tequila,2007,7.0
Total,2007,10.1

